id,numTrees,currentLeaf,currDepth,Val_score,Train_score
549.0,41.0,102.0,81.0,0.989,0.999
550.0,41.0,102.0,91.0,0.989,0.999
551.0,51.0,2.0,1.0,0.943,0.928
552.0,51.0,2.0,11.0,0.943,0.928
553.0,51.0,2.0,21.0,0.943,0.928
554.0,51.0,2.0,31.0,0.943,0.928
555.0,51.0,2.0,41.0,0.943,0.928
556.0,51.0,2.0,51.0,0.943,0.928
557.0,51.0,2.0,61.0,0.943,0.928
558.0,51.0,2.0,71.0,0.943,0.928
559.0,51.0,2.0,81.0,0.943,0.928
560.0,51.0,2.0,91.0,0.943,0.928
561.0,51.0,12.0,1.0,0.943,0.928
562.0,51.0,12.0,11.0,0.985,0.987
563.0,51.0,12.0,21.0,0.985,0.987
564.0,51.0,12.0,31.0,0.985,0.987
565.0,51.0,12.0,41.0,0.985,0.987
566.0,51.0,12.0,51.0,0.985,0.987
567.0,51.0,12.0,61.0,0.985,0.987
568.0,51.0,12.0,71.0,0.985,0.987
569.0,51.0,12.0,81.0,0.985,0.987
570.0,51.0,12.0,91.0,0.985,0.987
571.0,51.0,22.0,1.0,0.943,0.928
572.0,51.0,22.0,11.0,0.988,0.991
573.0,51.0,22.0,21.0,0.988,0.991
574.0,51.0,22.0,31.0,0.988,0.991
575.0,51.0,22.0,41.0,0.988,0.991
576.0,51.0,22.0,51.0,0.988,0.991
577.0,51.0,22.0,61.0,0.988,0.991
578.0,51.0,22.0,71.0,0.988,0.991
579.0,51.0,22.0,81.0,0.988,0.991
580.0,51.0,22.0,91.0,0.988,0.991
581.0,51.0,32.0,1.0,0.943,0.928
582.0,51.0,32.0,11.0,0.988,0.995
583.0,51.0,32.0,21.0,0.988,0.995
584.0,51.0,32.0,31.0,0.988,0.995
585.0,51.0,32.0,41.0,0.988,0.995
586.0,51.0,32.0,51.0,0.988,0.995
587.0,51.0,32.0,61.0,0.988,0.995
588.0,51.0,32.0,71.0,0.988,0.995
589.0,51.0,32.0,81.0,0.988,0.995
590.0,51.0,32.0,91.0,0.988,0.995
591.0,51.0,42.0,1.0,0.943,0.928
592.0,51.0,42.0,11.0,0.988,0.998
593.0,51.0,42.0,21.0,0.988,0.998
594.0,51.0,42.0,31.0,0.988,0.998
595.0,51.0,42.0,41.0,0.988,0.998
596.0,51.0,42.0,51.0,0.988,0.998
597.0,51.0,42.0,61.0,0.988,0.998
598.0,51.0,42.0,71.0,0.988,0.998
599.0,51.0,42.0,81.0,0.988,0.998
600.0,51.0,42.0,91.0,0.988,0.998
601.0,51.0,52.0,1.0,0.943,0.928
602.0,51.0,52.0,11.0,0.986,0.999
603.0,51.0,52.0,21.0,0.987,0.999
604.0,51.0,52.0,31.0,0.987,0.999
605.0,51.0,52.0,41.0,0.987,0.999
606.0,51.0,52.0,51.0,0.987,0.999
607.0,51.0,52.0,61.0,0.987,0.999
608.0,51.0,52.0,71.0,0.987,0.999
609.0,51.0,52.0,81.0,0.987,0.999
610.0,51.0,52.0,91.0,0.987,0.999
611.0,51.0,62.0,1.0,0.943,0.928
612.0,51.0,62.0,11.0,0.987,0.999
613.0,51.0,62.0,21.0,0.988,0.999
614.0,51.0,62.0,31.0,0.988,0.999
615.0,51.0,62.0,41.0,0.988,0.999
616.0,51.0,62.0,51.0,0.988,0.999
617.0,51.0,62.0,61.0,0.988,0.999
618.0,51.0,62.0,71.0,0.988,0.999
619.0,51.0,62.0,81.0,0.988,0.999
620.0,51.0,62.0,91.0,0.988,0.999
621.0,51.0,72.0,1.0,0.943,0.928
622.0,51.0,72.0,11.0,0.987,1.0
623.0,51.0,72.0,21.0,0.988,1.0
624.0,51.0,72.0,31.0,0.988,1.0
625.0,51.0,72.0,41.0,0.988,1.0
626.0,51.0,72.0,51.0,0.988,1.0
627.0,51.0,72.0,61.0,0.988,1.0
628.0,51.0,72.0,71.0,0.988,1.0
629.0,51.0,72.0,81.0,0.988,1.0
630.0,51.0,72.0,91.0,0.988,1.0
631.0,51.0,82.0,1.0,0.943,0.928
632.0,51.0,82.0,11.0,0.987,1.0
633.0,51.0,82.0,21.0,0.988,1.0
634.0,51.0,82.0,31.0,0.988,1.0
635.0,51.0,82.0,41.0,0.988,1.0
636.0,51.0,82.0,51.0,0.988,1.0
637.0,51.0,82.0,61.0,0.988,1.0
638.0,51.0,82.0,71.0,0.988,1.0
639.0,51.0,82.0,81.0,0.988,1.0
640.0,51.0,82.0,91.0,0.988,1.0
641.0,51.0,92.0,1.0,0.943,0.928
642.0,51.0,92.0,11.0,0.987,1.0
643.0,51.0,92.0,21.0,0.988,1.0
644.0,51.0,92.0,31.0,0.988,1.0
645.0,51.0,92.0,41.0,0.988,1.0
646.0,51.0,92.0,51.0,0.988,1.0
647.0,51.0,92.0,61.0,0.988,1.0
648.0,51.0,92.0,71.0,0.988,1.0
649.0,51.0,92.0,81.0,0.988,1.0
650.0,51.0,92.0,91.0,0.988,1.0
651.0,51.0,102.0,1.0,0.943,0.928
652.0,51.0,102.0,11.0,0.987,1.0
653.0,51.0,102.0,21.0,0.988,1.0
654.0,51.0,102.0,31.0,0.988,1.0
655.0,51.0,102.0,41.0,0.988,1.0
656.0,51.0,102.0,51.0,0.988,1.0
657.0,51.0,102.0,61.0,0.988,1.0
658.0,51.0,102.0,71.0,0.988,1.0
659.0,51.0,102.0,81.0,0.988,1.0
660.0,51.0,102.0,91.0,0.988,1.0
661.0,61.0,2.0,1.0,0.949,0.933
662.0,61.0,2.0,11.0,0.949,0.933
663.0,61.0,2.0,21.0,0.949,0.933
664.0,61.0,2.0,31.0,0.949,0.933
665.0,61.0,2.0,41.0,0.949,0.933
666.0,61.0,2.0,51.0,0.949,0.933
667.0,61.0,2.0,61.0,0.949,0.933
668.0,61.0,2.0,71.0,0.949,0.933
669.0,61.0,2.0,81.0,0.949,0.933
670.0,61.0,2.0,91.0,0.949,0.933
671.0,61.0,12.0,1.0,0.949,0.933
672.0,61.0,12.0,11.0,0.988,0.988
673.0,61.0,12.0,21.0,0.988,0.988
674.0,61.0,12.0,31.0,0.988,0.988
675.0,61.0,12.0,41.0,0.988,0.988
676.0,61.0,12.0,51.0,0.988,0.988
677.0,61.0,12.0,61.0,0.988,0.988
678.0,61.0,12.0,71.0,0.988,0.988
679.0,61.0,12.0,81.0,0.988,0.988
680.0,61.0,12.0,91.0,0.988,0.988
681.0,61.0,22.0,1.0,0.949,0.933
682.0,61.0,22.0,11.0,0.989,0.991
683.0,61.0,22.0,21.0,0.989,0.991
684.0,61.0,22.0,31.0,0.989,0.991
685.0,61.0,22.0,41.0,0.989,0.991
686.0,61.0,22.0,51.0,0.989,0.991
687.0,61.0,22.0,61.0,0.989,0.991
688.0,61.0,22.0,71.0,0.989,0.991
689.0,61.0,22.0,81.0,0.989,0.991
690.0,61.0,22.0,91.0,0.989,0.991
691.0,61.0,32.0,1.0,0.949,0.933
692.0,61.0,32.0,11.0,0.99,0.996
693.0,61.0,32.0,21.0,0.99,0.996
694.0,61.0,32.0,31.0,0.99,0.996
695.0,61.0,32.0,41.0,0.99,0.996
696.0,61.0,32.0,51.0,0.99,0.996
697.0,61.0,32.0,61.0,0.99,0.996
698.0,61.0,32.0,71.0,0.99,0.996
699.0,61.0,32.0,81.0,0.99,0.996
700.0,61.0,32.0,91.0,0.99,0.996
701.0,61.0,42.0,1.0,0.949,0.933
702.0,61.0,42.0,11.0,0.989,0.999
703.0,61.0,42.0,21.0,0.989,0.999
704.0,61.0,42.0,31.0,0.989,0.999
705.0,61.0,42.0,41.0,0.989,0.999
706.0,61.0,42.0,51.0,0.989,0.999
707.0,61.0,42.0,61.0,0.989,0.999
708.0,61.0,42.0,71.0,0.989,0.999
709.0,61.0,42.0,81.0,0.989,0.999
710.0,61.0,42.0,91.0,0.989,0.999
711.0,61.0,52.0,1.0,0.949,0.933
712.0,61.0,52.0,11.0,0.989,0.999
713.0,61.0,52.0,21.0,0.99,0.999
714.0,61.0,52.0,31.0,0.99,0.999
715.0,61.0,52.0,41.0,0.99,0.999
716.0,61.0,52.0,51.0,0.99,0.999
717.0,61.0,52.0,61.0,0.99,0.999
718.0,61.0,52.0,71.0,0.99,0.999
719.0,61.0,52.0,81.0,0.99,0.999
720.0,61.0,52.0,91.0,0.99,0.999
721.0,61.0,62.0,1.0,0.949,0.933
722.0,61.0,62.0,11.0,0.989,1.0
723.0,61.0,62.0,21.0,0.991,1.0
724.0,61.0,62.0,31.0,0.991,1.0
725.0,61.0,62.0,41.0,0.991,1.0
726.0,61.0,62.0,51.0,0.991,1.0
727.0,61.0,62.0,61.0,0.991,1.0
728.0,61.0,62.0,71.0,0.991,1.0
729.0,61.0,62.0,81.0,0.991,1.0
730.0,61.0,62.0,91.0,0.991,1.0
731.0,61.0,72.0,1.0,0.949,0.933
732.0,61.0,72.0,11.0,0.989,1.0
733.0,61.0,72.0,21.0,0.991,1.0
734.0,61.0,72.0,31.0,0.991,1.0
735.0,61.0,72.0,41.0,0.991,1.0
736.0,61.0,72.0,51.0,0.991,1.0
737.0,61.0,72.0,61.0,0.991,1.0
738.0,61.0,72.0,71.0,0.991,1.0
739.0,61.0,72.0,81.0,0.991,1.0
740.0,61.0,72.0,91.0,0.991,1.0
741.0,61.0,82.0,1.0,0.949,0.933
742.0,61.0,82.0,11.0,0.989,1.0
743.0,61.0,82.0,21.0,0.991,1.0
744.0,61.0,82.0,31.0,0.991,1.0
745.0,61.0,82.0,41.0,0.991,1.0
746.0,61.0,82.0,51.0,0.991,1.0
747.0,61.0,82.0,61.0,0.991,1.0
748.0,61.0,82.0,71.0,0.991,1.0
749.0,61.0,82.0,81.0,0.991,1.0
750.0,61.0,82.0,91.0,0.991,1.0
751.0,61.0,92.0,1.0,0.949,0.933
752.0,61.0,92.0,11.0,0.989,1.0
753.0,61.0,92.0,21.0,0.991,1.0
754.0,61.0,92.0,31.0,0.991,1.0
755.0,61.0,92.0,41.0,0.991,1.0
756.0,61.0,92.0,51.0,0.991,1.0
757.0,61.0,92.0,61.0,0.991,1.0
758.0,61.0,92.0,71.0,0.991,1.0
759.0,61.0,92.0,81.0,0.991,1.0
760.0,61.0,92.0,91.0,0.991,1.0
761.0,61.0,102.0,1.0,0.949,0.933
762.0,61.0,102.0,11.0,0.989,1.0
763.0,61.0,102.0,21.0,0.991,1.0
764.0,61.0,102.0,31.0,0.991,1.0
765.0,61.0,102.0,41.0,0.991,1.0
766.0,61.0,102.0,51.0,0.991,1.0
767.0,61.0,102.0,61.0,0.991,1.0
768.0,61.0,102.0,71.0,0.991,1.0
769.0,61.0,102.0,81.0,0.991,1.0
770.0,61.0,102.0,91.0,0.991,1.0
771.0,71.0,2.0,1.0,0.95,0.933
772.0,71.0,2.0,11.0,0.95,0.933
773.0,71.0,2.0,21.0,0.95,0.933
774.0,71.0,2.0,31.0,0.95,0.933
775.0,71.0,2.0,41.0,0.95,0.933
776.0,71.0,2.0,51.0,0.95,0.933
777.0,71.0,2.0,61.0,0.95,0.933
778.0,71.0,2.0,71.0,0.95,0.933
779.0,71.0,2.0,81.0,0.95,0.933
780.0,71.0,2.0,91.0,0.95,0.933
781.0,71.0,12.0,1.0,0.95,0.933
782.0,71.0,12.0,11.0,0.987,0.987
783.0,71.0,12.0,21.0,0.987,0.987
784.0,71.0,12.0,31.0,0.987,0.987
785.0,71.0,12.0,41.0,0.987,0.987
786.0,71.0,12.0,51.0,0.987,0.987
787.0,71.0,12.0,61.0,0.987,0.987
788.0,71.0,12.0,71.0,0.987,0.987
789.0,71.0,12.0,81.0,0.987,0.987
790.0,71.0,12.0,91.0,0.987,0.987
791.0,71.0,22.0,1.0,0.95,0.933
792.0,71.0,22.0,11.0,0.991,0.991
793.0,71.0,22.0,21.0,0.991,0.991
794.0,71.0,22.0,31.0,0.991,0.991
795.0,71.0,22.0,41.0,0.991,0.991
796.0,71.0,22.0,51.0,0.991,0.991
797.0,71.0,22.0,61.0,0.991,0.991
798.0,71.0,22.0,71.0,0.991,0.991
799.0,71.0,22.0,81.0,0.991,0.991
800.0,71.0,22.0,91.0,0.991,0.991
801.0,71.0,32.0,1.0,0.95,0.933
802.0,71.0,32.0,11.0,0.99,0.996
803.0,71.0,32.0,21.0,0.99,0.996
804.0,71.0,32.0,31.0,0.99,0.996
805.0,71.0,32.0,41.0,0.99,0.996
806.0,71.0,32.0,51.0,0.99,0.996
807.0,71.0,32.0,61.0,0.99,0.996
808.0,71.0,32.0,71.0,0.99,0.996
809.0,71.0,32.0,81.0,0.99,0.996
810.0,71.0,32.0,91.0,0.99,0.996
811.0,71.0,42.0,1.0,0.95,0.933
812.0,71.0,42.0,11.0,0.989,0.998
813.0,71.0,42.0,21.0,0.989,0.999
814.0,71.0,42.0,31.0,0.989,0.999
815.0,71.0,42.0,41.0,0.989,0.999
816.0,71.0,42.0,51.0,0.989,0.999
817.0,71.0,42.0,61.0,0.989,0.999
818.0,71.0,42.0,71.0,0.989,0.999
819.0,71.0,42.0,81.0,0.989,0.999
820.0,71.0,42.0,91.0,0.989,0.999
821.0,71.0,52.0,1.0,0.95,0.933
822.0,71.0,52.0,11.0,0.992,0.999
823.0,71.0,52.0,21.0,0.992,0.999
824.0,71.0,52.0,31.0,0.992,0.999
825.0,71.0,52.0,41.0,0.992,0.999
826.0,71.0,52.0,51.0,0.992,0.999
827.0,71.0,52.0,61.0,0.992,0.999
828.0,71.0,52.0,71.0,0.992,0.999
829.0,71.0,52.0,81.0,0.992,0.999
830.0,71.0,52.0,91.0,0.992,0.999
831.0,71.0,62.0,1.0,0.95,0.933
832.0,71.0,62.0,11.0,0.992,0.999
833.0,71.0,62.0,21.0,0.992,0.999
834.0,71.0,62.0,31.0,0.992,0.999
835.0,71.0,62.0,41.0,0.992,0.999
836.0,71.0,62.0,51.0,0.992,0.999
837.0,71.0,62.0,61.0,0.992,0.999
838.0,71.0,62.0,71.0,0.992,0.999
839.0,71.0,62.0,81.0,0.992,0.999
840.0,71.0,62.0,91.0,0.992,0.999
841.0,71.0,72.0,1.0,0.95,0.933
842.0,71.0,72.0,11.0,0.992,1.0
843.0,71.0,72.0,21.0,0.992,1.0
844.0,71.0,72.0,31.0,0.992,1.0
845.0,71.0,72.0,41.0,0.992,1.0
846.0,71.0,72.0,51.0,0.992,1.0
847.0,71.0,72.0,61.0,0.992,1.0
848.0,71.0,72.0,71.0,0.992,1.0
849.0,71.0,72.0,81.0,0.992,1.0
850.0,71.0,72.0,91.0,0.992,1.0
851.0,71.0,82.0,1.0,0.95,0.933
852.0,71.0,82.0,11.0,0.992,1.0
853.0,71.0,82.0,21.0,0.992,1.0
854.0,71.0,82.0,31.0,0.992,1.0
855.0,71.0,82.0,41.0,0.992,1.0
856.0,71.0,82.0,51.0,0.992,1.0
857.0,71.0,82.0,61.0,0.992,1.0
858.0,71.0,82.0,71.0,0.992,1.0
859.0,71.0,82.0,81.0,0.992,1.0
860.0,71.0,82.0,91.0,0.992,1.0
861.0,71.0,92.0,1.0,0.95,0.933
862.0,71.0,92.0,11.0,0.992,1.0
863.0,71.0,92.0,21.0,0.992,1.0
864.0,71.0,92.0,31.0,0.992,1.0
865.0,71.0,92.0,41.0,0.992,1.0
866.0,71.0,92.0,51.0,0.992,1.0
867.0,71.0,92.0,61.0,0.992,1.0
868.0,71.0,92.0,71.0,0.992,1.0
869.0,71.0,92.0,81.0,0.992,1.0
870.0,71.0,92.0,91.0,0.992,1.0
871.0,71.0,102.0,1.0,0.95,0.933
872.0,71.0,102.0,11.0,0.992,1.0
873.0,71.0,102.0,21.0,0.992,1.0
874.0,71.0,102.0,31.0,0.992,1.0
875.0,71.0,102.0,41.0,0.992,1.0
876.0,71.0,102.0,51.0,0.992,1.0
877.0,71.0,102.0,61.0,0.992,1.0
878.0,71.0,102.0,71.0,0.992,1.0
879.0,71.0,102.0,81.0,0.992,1.0
880.0,71.0,102.0,91.0,0.992,1.0
881.0,81.0,2.0,1.0,0.955,0.931
882.0,81.0,2.0,11.0,0.955,0.931
883.0,81.0,2.0,21.0,0.955,0.931
884.0,81.0,2.0,31.0,0.955,0.931
885.0,81.0,2.0,41.0,0.955,0.931
886.0,81.0,2.0,51.0,0.955,0.931
887.0,81.0,2.0,61.0,0.955,0.931
888.0,81.0,2.0,71.0,0.955,0.931
889.0,81.0,2.0,81.0,0.955,0.931
890.0,81.0,2.0,91.0,0.955,0.931
891.0,81.0,12.0,1.0,0.955,0.931
892.0,81.0,12.0,11.0,0.987,0.987
893.0,81.0,12.0,21.0,0.987,0.987
894.0,81.0,12.0,31.0,0.987,0.987
895.0,81.0,12.0,41.0,0.987,0.987
896.0,81.0,12.0,51.0,0.987,0.987
897.0,81.0,12.0,61.0,0.987,0.987
898.0,81.0,12.0,71.0,0.987,0.987
899.0,81.0,12.0,81.0,0.987,0.987
900.0,81.0,12.0,91.0,0.987,0.987
901.0,81.0,22.0,1.0,0.955,0.931
902.0,81.0,22.0,11.0,0.99,0.991
903.0,81.0,22.0,21.0,0.99,0.991
904.0,81.0,22.0,31.0,0.99,0.991
905.0,81.0,22.0,41.0,0.99,0.991
906.0,81.0,22.0,51.0,0.99,0.991
907.0,81.0,22.0,61.0,0.99,0.991
908.0,81.0,22.0,71.0,0.99,0.991
909.0,81.0,22.0,81.0,0.99,0.991
910.0,81.0,22.0,91.0,0.99,0.991
911.0,81.0,32.0,1.0,0.955,0.931
912.0,81.0,32.0,11.0,0.99,0.996
913.0,81.0,32.0,21.0,0.99,0.996
914.0,81.0,32.0,31.0,0.99,0.996
915.0,81.0,32.0,41.0,0.99,0.996
916.0,81.0,32.0,51.0,0.99,0.996
917.0,81.0,32.0,61.0,0.99,0.996
918.0,81.0,32.0,71.0,0.99,0.996
919.0,81.0,32.0,81.0,0.99,0.996
920.0,81.0,32.0,91.0,0.99,0.996
921.0,81.0,42.0,1.0,0.955,0.931
922.0,81.0,42.0,11.0,0.99,0.999
923.0,81.0,42.0,21.0,0.99,0.999
924.0,81.0,42.0,31.0,0.99,0.999
925.0,81.0,42.0,41.0,0.99,0.999
926.0,81.0,42.0,51.0,0.99,0.999
927.0,81.0,42.0,61.0,0.99,0.999
928.0,81.0,42.0,71.0,0.99,0.999
929.0,81.0,42.0,81.0,0.99,0.999
930.0,81.0,42.0,91.0,0.99,0.999
931.0,81.0,52.0,1.0,0.955,0.931
932.0,81.0,52.0,11.0,0.992,1.0
933.0,81.0,52.0,21.0,0.993,1.0
934.0,81.0,52.0,31.0,0.993,1.0
935.0,81.0,52.0,41.0,0.993,1.0
936.0,81.0,52.0,51.0,0.993,1.0
937.0,81.0,52.0,61.0,0.993,1.0
938.0,81.0,52.0,71.0,0.993,1.0
939.0,81.0,52.0,81.0,0.993,1.0
940.0,81.0,52.0,91.0,0.993,1.0
941.0,81.0,62.0,1.0,0.955,0.931
942.0,81.0,62.0,11.0,0.992,1.0
943.0,81.0,62.0,21.0,0.992,1.0
944.0,81.0,62.0,31.0,0.992,1.0
945.0,81.0,62.0,41.0,0.992,1.0
946.0,81.0,62.0,51.0,0.992,1.0
947.0,81.0,62.0,61.0,0.992,1.0
948.0,81.0,62.0,71.0,0.992,1.0
949.0,81.0,62.0,81.0,0.992,1.0
950.0,81.0,62.0,91.0,0.992,1.0
951.0,81.0,72.0,1.0,0.955,0.931
952.0,81.0,72.0,11.0,0.992,1.0
953.0,81.0,72.0,21.0,0.992,1.0
954.0,81.0,72.0,31.0,0.992,1.0
955.0,81.0,72.0,41.0,0.992,1.0
956.0,81.0,72.0,51.0,0.992,1.0
957.0,81.0,72.0,61.0,0.992,1.0
958.0,81.0,72.0,71.0,0.992,1.0
959.0,81.0,72.0,81.0,0.992,1.0
960.0,81.0,72.0,91.0,0.992,1.0
961.0,81.0,82.0,1.0,0.955,0.931
962.0,81.0,82.0,11.0,0.992,1.0
963.0,81.0,82.0,21.0,0.992,1.0
964.0,81.0,82.0,31.0,0.992,1.0
965.0,81.0,82.0,41.0,0.992,1.0
966.0,81.0,82.0,51.0,0.992,1.0
967.0,81.0,82.0,61.0,0.992,1.0
968.0,81.0,82.0,71.0,0.992,1.0
969.0,81.0,82.0,81.0,0.992,1.0
970.0,81.0,82.0,91.0,0.992,1.0
971.0,81.0,92.0,1.0,0.955,0.931
972.0,81.0,92.0,11.0,0.992,1.0
973.0,81.0,92.0,21.0,0.992,1.0
974.0,81.0,92.0,31.0,0.992,1.0
975.0,81.0,92.0,41.0,0.992,1.0
976.0,81.0,92.0,51.0,0.992,1.0
977.0,81.0,92.0,61.0,0.992,1.0
978.0,81.0,92.0,71.0,0.992,1.0
979.0,81.0,92.0,81.0,0.992,1.0
980.0,81.0,92.0,91.0,0.992,1.0
981.0,81.0,102.0,1.0,0.955,0.931
982.0,81.0,102.0,11.0,0.992,1.0
983.0,81.0,102.0,21.0,0.992,1.0
984.0,81.0,102.0,31.0,0.992,1.0
985.0,81.0,102.0,41.0,0.992,1.0
986.0,81.0,102.0,51.0,0.992,1.0
987.0,81.0,102.0,61.0,0.992,1.0
988.0,81.0,102.0,71.0,0.992,1.0
989.0,81.0,102.0,81.0,0.992,1.0
990.0,81.0,102.0,91.0,0.992,1.0
991.0,91.0,2.0,1.0,0.947,0.93
992.0,91.0,2.0,11.0,0.947,0.93
993.0,91.0,2.0,21.0,0.947,0.93
994.0,91.0,2.0,31.0,0.947,0.93
995.0,91.0,2.0,41.0,0.947,0.93
996.0,91.0,2.0,51.0,0.947,0.93
997.0,91.0,2.0,61.0,0.947,0.93
998.0,91.0,2.0,71.0,0.947,0.93
999.0,91.0,2.0,81.0,0.947,0.93
1000.0,91.0,2.0,91.0,0.947,0.93
1001.0,91.0,12.0,1.0,0.947,0.93
1002.0,91.0,12.0,11.0,0.987,0.988
1003.0,91.0,12.0,21.0,0.987,0.988
1004.0,91.0,12.0,31.0,0.987,0.988
1005.0,91.0,12.0,41.0,0.987,0.988
1006.0,91.0,12.0,51.0,0.987,0.988
1007.0,91.0,12.0,61.0,0.987,0.988
1008.0,91.0,12.0,71.0,0.987,0.988
1009.0,91.0,12.0,81.0,0.987,0.988
1010.0,91.0,12.0,91.0,0.987,0.988
1011.0,91.0,22.0,1.0,0.947,0.93
1012.0,91.0,22.0,11.0,0.99,0.991
1013.0,91.0,22.0,21.0,0.99,0.991
1014.0,91.0,22.0,31.0,0.99,0.991
1015.0,91.0,22.0,41.0,0.99,0.991
1016.0,91.0,22.0,51.0,0.99,0.991
1017.0,91.0,22.0,61.0,0.99,0.991
1018.0,91.0,22.0,71.0,0.99,0.991
1019.0,91.0,22.0,81.0,0.99,0.991
1020.0,91.0,22.0,91.0,0.99,0.991
1021.0,91.0,32.0,1.0,0.947,0.93
1022.0,91.0,32.0,11.0,0.99,0.995
1023.0,91.0,32.0,21.0,0.99,0.995
1024.0,91.0,32.0,31.0,0.99,0.995
1025.0,91.0,32.0,41.0,0.99,0.995
1026.0,91.0,32.0,51.0,0.99,0.995
1027.0,91.0,32.0,61.0,0.99,0.995
1028.0,91.0,32.0,71.0,0.99,0.995
1029.0,91.0,32.0,81.0,0.99,0.995
1030.0,91.0,32.0,91.0,0.99,0.995
1031.0,91.0,42.0,1.0,0.947,0.93
1032.0,91.0,42.0,11.0,0.991,0.998
1033.0,91.0,42.0,21.0,0.99,0.998
1034.0,91.0,42.0,31.0,0.99,0.998
1035.0,91.0,42.0,41.0,0.99,0.998
1036.0,91.0,42.0,51.0,0.99,0.998
1037.0,91.0,42.0,61.0,0.99,0.998
1038.0,91.0,42.0,71.0,0.99,0.998
1039.0,91.0,42.0,81.0,0.99,0.998
1040.0,91.0,42.0,91.0,0.99,0.998
1041.0,91.0,52.0,1.0,0.947,0.93
1042.0,91.0,52.0,11.0,0.993,1.0
1043.0,91.0,52.0,21.0,0.993,1.0
1044.0,91.0,52.0,31.0,0.993,1.0
1045.0,91.0,52.0,41.0,0.993,1.0
1046.0,91.0,52.0,51.0,0.993,1.0
1047.0,91.0,52.0,61.0,0.993,1.0
1048.0,91.0,52.0,71.0,0.993,1.0
1049.0,91.0,52.0,81.0,0.993,1.0
1050.0,91.0,52.0,91.0,0.993,1.0
1051.0,91.0,62.0,1.0,0.947,0.93
1052.0,91.0,62.0,11.0,0.992,1.0
1053.0,91.0,62.0,21.0,0.992,1.0
1054.0,91.0,62.0,31.0,0.992,1.0
1055.0,91.0,62.0,41.0,0.992,1.0
1056.0,91.0,62.0,51.0,0.992,1.0
1057.0,91.0,62.0,61.0,0.992,1.0
1058.0,91.0,62.0,71.0,0.992,1.0
1059.0,91.0,62.0,81.0,0.992,1.0
1060.0,91.0,62.0,91.0,0.992,1.0
1061.0,91.0,72.0,1.0,0.947,0.93
1062.0,91.0,72.0,11.0,0.992,1.0
1063.0,91.0,72.0,21.0,0.992,1.0
1064.0,91.0,72.0,31.0,0.992,1.0
1065.0,91.0,72.0,41.0,0.992,1.0
1066.0,91.0,72.0,51.0,0.992,1.0
1067.0,91.0,72.0,61.0,0.992,1.0
1068.0,91.0,72.0,71.0,0.992,1.0
1069.0,91.0,72.0,81.0,0.992,1.0
1070.0,91.0,72.0,91.0,0.992,1.0
1071.0,91.0,82.0,1.0,0.947,0.93
1072.0,91.0,82.0,11.0,0.992,1.0
1073.0,91.0,82.0,21.0,0.992,1.0
1074.0,91.0,82.0,31.0,0.992,1.0
1075.0,91.0,82.0,41.0,0.992,1.0
1076.0,91.0,82.0,51.0,0.992,1.0
1077.0,91.0,82.0,61.0,0.992,1.0
1078.0,91.0,82.0,71.0,0.992,1.0
1079.0,91.0,82.0,81.0,0.992,1.0
1080.0,91.0,82.0,91.0,0.992,1.0
1081.0,91.0,92.0,1.0,0.947,0.93
1082.0,91.0,92.0,11.0,0.992,1.0
1083.0,91.0,92.0,21.0,0.992,1.0
1084.0,91.0,92.0,31.0,0.992,1.0
1085.0,91.0,92.0,41.0,0.992,1.0
1086.0,91.0,92.0,51.0,0.992,1.0
1087.0,91.0,92.0,61.0,0.992,1.0
1088.0,91.0,92.0,71.0,0.992,1.0
1089.0,91.0,92.0,81.0,0.992,1.0
1090.0,91.0,92.0,91.0,0.992,1.0
1091.0,91.0,102.0,1.0,0.947,0.93
1092.0,91.0,102.0,11.0,0.992,1.0
1093.0,91.0,102.0,21.0,0.992,1.0
1094.0,91.0,102.0,31.0,0.992,1.0
1095.0,91.0,102.0,41.0,0.992,1.0
1096.0,91.0,102.0,51.0,0.992,1.0
1097.0,91.0,102.0,61.0,0.992,1.0
1098.0,91.0,102.0,71.0,0.992,1.0
1099.0,91.0,102.0,81.0,0.992,1.0
1100.0,91.0,102.0,91.0,0.992,1.0
